GSM,602,3,21333,25372,0,31.05651,29.998215,23897,10,1,1459715136,1465348064,0
GSM,602,2,5198,49383,0,31.460683,31.074142,1000,17,1,1459813075,1481492507,0
GSM,602,2,31171,12649,0,31.2664031982,29.8944854736,1000,1,1,1459813076,1459767098,0
GSM,602,3,21362,23224,0,31.37352,29.839554,1000,4,1,1459813831,1474212997,0
GSM,602,2,31131,23327,0,31.4325714111,30.0098419189,1000,1,1,1459703152,1459681940,0
GSM,602,1,20250,53750,0,31.349258,30.055161,1000,3,1,1459743033,1491745687,0
GSM,602,1,20250,11991,0,31.342621,30.053787,1000,2,1,1459743033,1460810422,0
GSM,602,3,22533,5031,0,31.16065979,29.9988555908,1000,1,1,1459718723,1459695955,0
GSM,602,2,31113,23247,0,31.4682769775,30.0098419189,1000,1,1,1459718723,1459696560,0
GSM,602,3,22202,40686,0,31.5012359619,30.5921173096,1000,1,1,1459703152,1459681907,0
GSM,602,2,45401,59883,0,30.695568,30.761122,1000,8,1,1459713954,1505675835,0
GSM,602,2,31172,17491,0,31.333694458,29.8491668701,1000,1,1,1459813830,1459769798,0
GSM,602,2,31131,4367,0,31.430511,30.012589,1000,4,1,1459703152,1480993480,0
GSM,602,2,25611,21664,0,31.8404388428,31.5218353271,1000,1,1,1459707959,1459685988,0
GSM,602,2,25611,21665,0,31.8418121338,31.5218353271,1000,1,1,1459707959,1459685988,0
GSM,602,2,45401,59873,0,30.696356,30.764103,1000,4,1,1459713954,1505297697,0
GSM,602,3,21333,25376,0,31.27739,30.095673,1000,2,1,1459715136,1460478702,0
GSM,602,1,23144,25519,0,31.278763,30.095444,1000,3,1,1459715136,1491496511,0
GSM,602,3,21062,20932,0,31.263199,30.067978,1000,3,1,1459715136,1464701388,0
GSM,602,3,22533,9711,0,31.162033,29.999542,1000,2,1,1459718723,1482786220,0
GSM,602,2,31171,16691,0,31.2664031982,29.8944854736,1000,1,1,1459813076,1459767098,0
GSM,602,2,21811,505,0,31.322708,30.094071,1000,3,1,1459814335,1490361442,0
UMTS,602,2,52103,1103913,0,31.2375640869,30.0730133057,1000,1,1,1353012828,1352993007,0
UMTS,602,1,5636,101670,0,31.400436,30.119156,1000,5,1,1354105893,1429436039,0
UMTS,602,1,5636,110068,0,31.404733,30.123419,1000,10,1,1354105893,1515440136,0
UMTS,602,1,5636,103369,0,31.401329,30.126228,1000,4,1,1354105893,1455041321,0
UMTS,602,1,5636,110069,0,31.400477,30.134299,1591,20,1,1354105893,1505841931,0
UMTS,602,1,5636,101681,0,31.391029,30.120392,1000,4,1,1354105893,1490552842,0
UMTS,602,1,5636,101682,0,31.381531,30.117188,1180,6,1,1354105893,1446704653,0
UMTS,602,1,5636,101665,0,31.38279,30.111809,1000,4,1,1354105894,1488467860,0
UMTS,602,1,5636,101667,0,31.371618,30.113473,1000,13,1,1354105894,1472912586,0
UMTS,602,1,5636,116797,0,31.367728,30.109017,1000,23,1,1354105894,1492449049,0
UMTS,602,1,5636,116796,0,31.363449,30.106796,1000,15,1,1354105894,1492449049,0
UMTS,602,1,5636,116798,0,31.358813,30.103107,1531,23,1,1354105894,1505499943,0
UMTS,602,1,5636,101947,0,31.352921,30.101166,1000,2,1,1354105894,1353260589,0
UMTS,602,1,5636,101948,0,31.349487,30.099792,1000,4,1,1354105894,1353260608,0
GSM,602,1,5636,22102,0,31.346741,30.097733,1000,2,1,1354105894,1353260618,0
GSM,602,1,12132,22102,0,31.345465,30.097929,1000,7,1,1354105894,1471413013,0
GSM,602,1,12132,22115,0,31.3405609131,30.0936126709,1000,1,1,1354105894,1353260646,0
GSM,602,1,16243,22115,0,31.342964,30.092754,1000,8,1,1354105894,1491327867,0
GSM,602,1,16243,10246,0,31.331723,30.089075,7322,23,1,1354105894,1491327867,0
GSM,602,1,16243,10247,0,31.33033,30.088394,1000,20,1,1354105894,1491327867,0
GSM,602,1,16243,10140,0,31.323395,30.084686,1000,4,1,1354105894,1353260733,0
UMTS,602,1,16243,502339,0,31.3213348389,30.0839996338,1000,1,1,1354105894,1353260738,0
UMTS,602,1,16243,496225,0,31.3199615479,30.0826263428,1000,1,1,1354105894,1353260740,0
UMTS,602,1,5142,496225,0,31.319816,30.082377,1000,40,1,1354105894,1515441115,0
GSM,602,1,5142,10176,0,31.313782,30.078506,1000,2,1,1354105894,1353260779,0
GSM,602,1,18246,10176,0,31.325368,30.083828,1931,16,1,1354105894,1491327867,0
GSM,602,1,18246,10177,0,31.306114,30.074959,1000,12,1,1354105894,1491327867,0
GSM,602,1,18246,17132,0,31.29962,30.073872,1000,16,1,1354105894,1491327867,0
GSM,602,1,18246,15244,0,31.297302,30.072327,1000,2,1,1354105894,1353260853,0
GSM,602,1,18246,17131,0,31.293788,30.072367,1000,17,1,1354105894,1491327867,0
UMTS,602,1,18246,502323,0,31.2938690186,30.0716400146,1000,1,1,1354105894,1353260868,0
UMTS,602,1,5142,502323,0,31.297897,30.072179,1000,18,1,1354105894,1515441509,0
UMTS,602,1,5142,495499,0,31.290831,30.06752,1597,33,1,1354105894,1488992256,0
UMTS,602,1,5142,495624,0,31.289063,30.072327,1000,2,1,1354105894,1353260911,0
UMTS,602,1,5142,495623,0,31.287689,30.0737,1000,2,1,1354105894,1353260918,0
UMTS,602,1,5142,496044,0,31.285172,30.074844,1000,3,1,1354105894,1376910721,0
UMTS,602,1,5142,496043,0,31.284599,30.075417,1000,4,1,1354105894,1376993032,0
UMTS,602,1,5142,495749,0,31.279831,30.077286,1000,9,1,1354105894,1399265511,0
UMTS,602,1,5142,495750,0,31.272697,30.074959,1601,12,1,1354105894,1405418754,0
UMTS,602,1,5142,495928,0,31.270523,30.073471,1000,3,1,1354105894,1353261001,0
UMTS,602,1,5142,495926,0,31.268234,30.071182,1000,3,1,1354105894,1353261016,0
GSM,602,1,5142,15953,0,31.2664031982,30.0702667236,1000,2,1,1354105894,1353261024,0
GSM,602,1,13147,15953,0,31.264114,30.069351,1000,3,1,1354105894,1353261041,0
UMTS,602,1,13147,495919,0,31.2622833252,30.0688934326,1000,1,1,1354105894,1353261045,0
UMTS,602,1,5142,495919,0,31.261734,30.06752,1000,5,1,1354105894,1399442405,0
UMTS,602,1,5142,495500,0,31.261035,30.067895,1000,11,1,1354105894,1406025182,0
UMTS,602,1,5142,495501,0,31.256332,30.066834,1146,12,1,1354105894,1406115669,0
UMTS,602,1,5142,495914,0,31.252795,30.066979,1000,33,1,1354105894,1377610836,0
UMTS,602,1,5142,495915,0,31.24958,30.06443,1000,20,1,1354105894,1353677248,0
UMTS,602,1,5142,496179,0,31.25164,30.064087,1274,16,1,1354105894,1404902596,0
UMTS,602,1,5142,496180,0,31.248245,30.062332,1000,9,1,1354105894,1394085105,0
UMTS,602,1,5142,504799,0,31.243973,30.059738,1000,3,1,1354105894,1353261158,0
GSM,602,1,5142,20623,0,31.242371,30.058594,1000,2,1,1354105894,1353261165,0
GSM,602,1,11243,20623,0,31.24345,30.058496,1000,14,1,1354105894,1491496552,0
GSM,602,1,11243,12043,0,31.242158,30.057752,1000,16,1,1354105894,1505379175,0
GSM,602,1,11243,20604,0,31.241083,30.057135,1000,16,1,1354105894,1492190894,0
GSM,602,1,11243,20606,0,31.237099,30.053643,1000,22,1,1354105894,1494239763,0
GSM,602,1,11243,57292,0,31.2306976318,30.0496673584,1000,1,1,1354105894,1353261230,0
GSM,602,1,10316,57292,0,31.2293243408,30.0496673584,1000,2,1,1354105894,1353261241,0
GSM,602,1,10316,26328,0,31.226578,30.049667,1000,5,1,1354105894,1353261266,0
UMTS,602,1,10316,888000,0,31.224518,30.049667,1000,2,1,1354105894,1353261275,0
UMTS,602,1,6142,888000,0,31.225829,30.046609,1000,22,1,1354105894,1492260968,0
UMTS,602,1,6142,888331,0,31.220608,30.048648,1000,20,1,1354105894,1493890233,0
UMTS,602,1,6142,888332,0,31.207793,30.044616,1000,56,1,1354105894,1491923379,0
UMTS,602,1,6242,888256,0,31.210785,30.048552,1000,16,1,1354105894,1492411695,0
UMTS,602,1,6242,903541,0,31.2114715576,30.0304412842,1000,15,1,1354105894,1353261859,0
UMTS,602,1,6242,888025,0,31.2114715576,30.0304412842,1000,1,1,1354105894,1353261643,0
UMTS,602,1,6242,889717,0,31.2128448486,30.0318145752,1000,2,1,1354105894,1353304321,0
UMTS,602,1,6242,889718,0,31.212845,30.032501,1000,2,1,1354105894,1353304432,0
UMTS,602,1,6242,888303,0,31.212158,30.031815,1000,4,1,1354105894,1353304398,0
UMTS,602,1,6242,889716,0,31.212387,30.03746,1000,9,1,1354105894,1353304919,0
UMTS,602,1,6242,895177,0,31.211656,30.038519,1000,9,1,1354105894,1505902849,0
UMTS,602,1,6142,896948,0,31.211815,30.037994,1000,4,1,1354105894,1441645313,0
UMTS,602,1,6142,895177,0,31.211472,30.040054,1000,2,1,1354105894,1475830800,0
GSM,602,1,10516,23404,0,31.244430542,30.0455474854,1000,1,1,1354105894,1353305851,0
GSM,602,1,10516,50354,0,31.244430542,30.0455474854,1000,1,1,1354105894,1353305864,0
GSM,602,1,11243,50354,0,31.244234,30.045547,1000,7,1,1354105894,1488849137,0
UMTS,602,1,2836,1019630,0,31.2526702881,30.0441741943,1000,7,1,1354105894,1353306569,0
UMTS,602,1,2836,1034296,0,31.2526702881,30.0441741943,1000,1,1,1354105894,1353306623,0
UMTS,602,1,2836,1026869,0,31.259031,30.030514,1000,19,1,1354105894,1353746275,0
UMTS,602,1,2836,1027341,0,31.25848,30.029491,1000,13,1,1354105894,1353747676,0
UMTS,602,2,52102,118371,0,31.256279,30.03421,1000,43,1,1354105894,1353748150,0
UMTS,602,2,52102,118370,0,31.257339,30.035477,1000,15,1,1354105894,1353313413,0
UMTS,602,2,31321,97050,0,31.258421,30.037565,1000,16,1,1354105894,1371279917,0
GSM,602,2,31321,4999,0,31.260223,30.040054,1000,2,1,1354105894,1371280014,0
UMTS,602,2,31321,97054,0,31.261322,30.04129,1000,10,1,1354105894,1363592719,0
GSM,602,2,52102,18352,0,31.259451,30.040483,1000,16,1,1354105894,1489546994,0
GSM,602,2,52102,18356,0,31.258507,30.041771,1000,4,1,1354105894,1467904987,0
UMTS,602,2,52102,118365,0,31.2595367432,30.0414276123,1000,5,1,1354105894,1353314045,0
UMTS,602,2,52102,118364,0,31.258621,30.042,1000,12,1,1354105894,1353317085,0
UMTS,602,2,52102,118366,0,31.258163,30.042905,1000,53,1,1354105894,1353316986,0
UMTS,602,2,52102,118224,0,31.2581634521,30.0428009033,1000,2,1,1354105894,1353314862,0
GSM,602,2,52102,6942,0,31.254387,30.044861,1000,4,1,1354105894,1491827558,0
GSM,602,2,52102,661,0,31.261253,30.043144,1000,4,1,1354105894,1489546994,0
GSM,602,2,52102,18452,0,31.260498,30.05571,1453,20,1,1354105894,1468126133,0
GSM,602,2,1293,18452,0,31.2581634521,30.0428009033,1000,1,1,1354105894,1353314884,0
